TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;opposé au 17 RUE RENE BINET;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3405303893401634, 48.89928991429744]], ""type"": ""MultiPoint""}";48.89928991429744, 2.3405303893401634
SANISETTE;;135  RUE DAMREMONT;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3382696834994627, 48.896548920454805]], ""type"": ""MultiPoint""}";48.896548920454805, 2.3382696834994627
SANISETTE;;131  RUE D AVRON;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.409258092200669, 48.85331628203857]], ""type"": ""MultiPoint""}";48.85331628203857, 2.409258092200669
SANISETTE;;34  RUE DURIS;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.387631832716196, 48.865967507426525]], ""type"": ""MultiPoint""}";48.865967507426525, 2.387631832716196
SANISETTE;;85  BOULEVARD DE SEBASTOPOL;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3516112635893514, 48.86482801626369]], ""type"": ""MultiPoint""}";48.86482801626369, 2.3516112635893514
SANISETTE;;face au 2 RUE AUBRY LE BOUCHER;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.35039774647054, 48.86021286930933]], ""type"": ""MultiPoint""}";48.86021286930933, 2.35039774647054
SANISETTE;;36  BOULEVARD DE SEBASTOPOL;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.3500308570315687, 48.86153735238374]], ""type"": ""MultiPoint""}";48.86153735238374, 2.3500308570315687
SANISETTE;;123  RUE SAINT MARTIN;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.3513157501217057, 48.8607904279005]], ""type"": ""MultiPoint""}";48.8607904279005, 2.3513157501217057
SANISETTE;;123  RUE SAINT JACQUES;75005;6 h - 1 h;Oui;;;"{""coordinates"": [[2.343987824033057, 48.84781204558066]], ""type"": ""MultiPoint""}";48.84781204558066, 2.343987824033057
SANISETTE;;COURS LA REINE;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.3180880346631176, 48.86514883797139]], ""type"": ""MultiPoint""}";48.86514883797139, 2.3180880346631176
SANISETTE;;opposé au 44 AVENUE GABRIEL;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.3127602072223272, 48.86947095623877]], ""type"": ""MultiPoint""}";48.86947095623877, 2.3127602072223272
SANISETTE;;face au 4 AVENUE DE MESSINE;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.315115171552712, 48.87541798841173]], ""type"": ""MultiPoint""}";48.87541798841173, 2.315115171552712
SANISETTE;;65  BOULEVARD DE CLICHY;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.331784835499276, 48.883981303521885]], ""type"": ""MultiPoint""}";48.883981303521885, 2.331784835499276
SANISETTE;;133  BOULEVARD DE CHARONNE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3924513613233898, 48.8574937065637]], ""type"": ""MultiPoint""}";48.8574937065637, 2.3924513613233898
SANISETTE;;7  RUE JOSEPH CHAILLEY;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.4040143796336726, 48.833225950058825]], ""type"": ""MultiPoint""}";48.833225950058825, 2.4040143796336726
SANISETTE;;AVENUE CLAUDE REGAUD;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.372763643662232, 48.82234473632177]], ""type"": ""MultiPoint""}";48.82234473632177, 2.372763643662232
TOILETTES;;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardins-abbe-pierre-grands-moulins-5044;"{""coordinates"": [[2.379618709145078, 48.82961672332092]], ""type"": ""MultiPoint""}";48.82961672332092, 2.379618709145078
TOILETTES;;JARDIN D'EOLE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.3650124921346753, 48.886644543971286]], ""type"": ""MultiPoint""}";48.886644543971286, 2.3650124921346753
TOILETTES;;JARDIN DE LA FOLIE TITON;75011;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-de-la-folie-titon-2842;"{""coordinates"": [[2.385387211338689, 48.85214933667669]], ""type"": ""MultiPoint""}";48.85214933667669, 2.385387211338689
TOILETTES;;SQUARE DES CHAMAILLARDS;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-chamaillards-2858;"{""coordinates"": [[2.369429498040314, 48.82536366341094]], ""type"": ""MultiPoint""}";48.82536366341094, 2.369429498040314
TOILETTES;;SQUARE PIERRE-ADRIEN DALPAYRAT;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-pierre-adrien-dalpayrat-2494;"{""coordinates"": [[2.313031075347604, 48.83776398366367]], ""type"": ""MultiPoint""}";48.83776398366367, 2.313031075347604
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""coordinates"": [[2.2752968060267973, 48.84209645009474]], ""type"": ""MultiPoint""}";48.84209645009474, 2.2752968060267973
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3836409649221526, 48.881824766920786]], ""type"": ""MultiPoint""}";48.881824766920786, 2.3836409649221526
TOILETTES;;JARDIN PAUL DIDIER;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-paul-didier-ex-colonel-manhes-2819;"{""coordinates"": [[2.320485641171495, 48.8954612989361]], ""type"": ""MultiPoint""}";48.8954612989361, 2.320485641171495
TOILETTES;;SQUARE SAMUEL ROUSSEAU;75007;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-samuel-rousseau-2467;"{""coordinates"": [[2.319582878541188, 48.859172244960064]], ""type"": ""MultiPoint""}";48.859172244960064, 2.319582878541188
TOILETTES;;PARC DE BERCY;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/jardin-georges-duhamel-2559;"{""coordinates"": [[2.382471395340474, 48.833983191521675]], ""type"": ""MultiPoint""}";48.833983191521675, 2.382471395340474
TOILETTES;;JARDIN NATUREL-PIERRE EMMANUEL;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-lesseps-17432;"{""coordinates"": [[2.399128753613177, 48.85873792521301]], ""type"": ""MultiPoint""}";48.85873792521301, 2.399128753613177
TOILETTES;;JARDIN NELSON MANDELA;75001;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.342529116536389, 48.8635329953232]], ""type"": ""MultiPoint""}";48.8635329953232, 2.342529116536389
TOILETTES;;BOIS DE VINCENNES;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.458262733620495, 48.822863313168874]], ""type"": ""MultiPoint""}";48.822863313168874, 2.458262733620495
SANISETTE;;face au 19 RUE LEON LHERMITTE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2978105404121973, 48.84286484165984]], ""type"": ""MultiPoint""}";48.84286484165984, 2.2978105404121973
SANISETTE;;BOULEVARD SUCHET;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.268228085789698, 48.8623619666065]], ""type"": ""MultiPoint""}";48.8623619666065, 2.268228085789698
SANISETTE;;37  RUE MIRABEAU;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2690815555105996, 48.84593889811058]], ""type"": ""MultiPoint""}";48.84593889811058, 2.2690815555105996
SANISETTE;;2  PLACE DE BARCELONE;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2736325929423113, 48.847682311485244]], ""type"": ""MultiPoint""}";48.847682311485244, 2.2736325929423113
SANISETTE;;face au 17 RUE POLONCEAU;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.353401466086365, 48.8856323532007]], ""type"": ""MultiPoint""}";48.8856323532007, 2.353401466086365
SANISETTE;;43  BOULEVARD BARBES;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.349430631664678, 48.888494138405285]], ""type"": ""MultiPoint""}";48.888494138405285, 2.349430631664678
SANISETTE;;face au 3 RUE MARCEL SEMBAT;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3376909770543213, 48.89901685197782]], ""type"": ""MultiPoint""}";48.89901685197782, 2.3376909770543213
SANISETTE;;RUE DU PRES SAINT-GERVAIS;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3930155080426094, 48.87618604232601]], ""type"": ""MultiPoint""}";48.87618604232601, 2.3930155080426094
SANISETTE;;118  BOULEVARD DE CHARONNE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.395955166955244, 48.854761122611684]], ""type"": ""MultiPoint""}";48.854761122611684, 2.395955166955244
SANISETTE;;41  BOULEVARD BOURDON;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.3683566939635288, 48.852642689093194]], ""type"": ""MultiPoint""}";48.852642689093194, 2.3683566939635288
SANISETTE;;1  AVENUE DE VERDUN;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.361395771844325, 48.87630404629899]], ""type"": ""MultiPoint""}";48.87630404629899, 2.361395771844325
SANISETTE;;145  BOULEVARD DE MAGENTA;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3505342288843845, 48.88224462938898]], ""type"": ""MultiPoint""}";48.88224462938898, 2.3505342288843845
SANISETTE;;face au 86 BOULEVARD RICHARD LENOIR;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3726633537236443, 48.86174075601051]], ""type"": ""MultiPoint""}";48.86174075601051, 2.3726633537236443
SANISETTE;;face au 32 BOULEVARD EDGAR QUINET;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3268312111018363, 48.84047147744345]], ""type"": ""MultiPoint""}";48.84047147744345, 2.3268312111018363
SANISETTE;;face au 14 AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.333834169548362, 48.83036895346169]], ""type"": ""MultiPoint""}";48.83036895346169, 2.333834169548362
TOILETTES;;JARDIN RACHMANINOV;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-rachmaninov-2681;"{""coordinates"": [[2.363815455797893, 48.895558597727934]], ""type"": ""MultiPoint""}";48.895558597727934, 2.363815455797893
TOILETTES;;JARDIN SERGE GAINSBOURG;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-serge-gainsbourg-6337;"{""coordinates"": [[2.408116526446009, 48.878344636450926]], ""type"": ""MultiPoint""}";48.878344636450926, 2.408116526446009
TOILETTES;;SQUARE JEAN MOULIN;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-jean-moulin-2589;"{""coordinates"": [[2.318778528754187, 48.82377533751297]], ""type"": ""MultiPoint""}";48.82377533751297, 2.318778528754187
TOILETTES;;SQUARE VIOLET;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-violet-2531;"{""coordinates"": [[2.2891995674457033, 48.84429229095396]], ""type"": ""MultiPoint""}";48.84429229095396, 2.2891995674457033
TOILETTES;;SQUARE SAINT-ELOI;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-saint-eloi-2597;"{""coordinates"": [[2.3876622985220606, 48.844575826781394]], ""type"": ""MultiPoint""}";48.844575826781394, 2.3876622985220606
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.336047444337296, 48.82123528699989]], ""type"": ""MultiPoint""}";48.82123528699989, 2.336047444337296
TOILETTES;;SQUARE LEON SERPOLLET;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-leon-serpollet-2665;"{""coordinates"": [[2.339101315132686, 48.89225644637529]], ""type"": ""MultiPoint""}";48.89225644637529, 2.339101315132686
TOILETTES;;PARC MONCEAU;75008;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-monceau-1804;"{""coordinates"": [[2.3090771864035164, 48.88027485429225]], ""type"": ""MultiPoint""}";48.88027485429225, 2.3090771864035164
TOILETTES;;SQUARE CHARLES PEGUY;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-charles-peguy-2575;"{""coordinates"": [[2.4061405643321274, 48.839537717674226]], ""type"": ""MultiPoint""}";48.839537717674226, 2.4061405643321274
TOILETTES;;SQUARE DES EPINETTES;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-epinettes-2631;"{""coordinates"": [[2.326850236952466, 48.894764966209635]], ""type"": ""MultiPoint""}";48.894764966209635, 2.326850236952466
WC PUBLICS PERMANENTS;;En aval du pont au Change;75001;SB : 10h - 18h30 // SH : 10h - 22h // STH : 9h - 2;OUI;NON;;"{""coordinates"": [[2.3459284787189083, 48.85742583932191]], ""type"": ""MultiPoint""}";48.85742583932191, 2.3459284787189083
URINOIR;;Sur le belvédère du parc de Belleville;75020;SB : Fermé // SH : 00h - 24h // STH : 00h - 24h;NON;NON;;"{""coordinates"": [[2.385813914923301, 48.87142182524445]], ""type"": ""MultiPoint""}";48.87142182524445, 2.385813914923301
URINOIR;;Au sein du centre sportif des Poissonniers;75018;SB : Fermé // SH : 00h - 24h // STH : 00h - 24h;OUI;NON;;"{""coordinates"": [[2.3499052416517388, 48.900331127067076]], ""type"": ""MultiPoint""}";48.900331127067076, 2.3499052416517388
SANISETTE;;150  RUE DE LA CONVENTION;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2914579802619723, 48.83941844138339]], ""type"": ""MultiPoint""}";48.83941844138339, 2.2914579802619723
SANISETTE;;65  AVENUE EMILE ZOLA;75015;6 h - 1 h;Oui;;;"{""coordinates"": [[2.2847748196228532, 48.84655068506885]], ""type"": ""MultiPoint""}";48.84655068506885, 2.2847748196228532
SANISETTE;;face au 7 RUE LA QUINTINIE;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.306332691603657, 48.83923304249822]], ""type"": ""MultiPoint""}";48.83923304249822, 2.306332691603657
SANISETTE;;PLACE CHARLES FILLION;75017;24 h / 24;Oui;;;"{""coordinates"": [[2.315811510931336, 48.88847096557177]], ""type"": ""MultiPoint""}";48.88847096557177, 2.315811510931336
SANISETTE;;opposé au 17 RUE LIEUTENANT COLONEL DAX;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.340228067255146, 48.90070583341708]], ""type"": ""MultiPoint""}";48.90070583341708, 2.340228067255146
SANISETTE;;1  RUE SAINT BRUNO;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.356270510591296, 48.885957541022464]], ""type"": ""MultiPoint""}";48.885957541022464, 2.356270510591296
SANISETTE;;face au 52 BOULEVARD DE ROCHECHOUART;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3459061828143954, 48.883247081071914]], ""type"": ""MultiPoint""}";48.883247081071914, 2.3459061828143954
SANISETTE;;opposé au 94 RUE JEAN HENRI FABRE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.335537439363258, 48.901061167312164]], ""type"": ""MultiPoint""}";48.901061167312164, 2.335537439363258
SANISETTE;;29  RUE MANIN;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3782622313212776, 48.878619354876875]], ""type"": ""MultiPoint""}";48.878619354876875, 2.3782622313212776
SANISETTE;;12  RUE REBEVAL;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.376382294517303, 48.87407067949223]], ""type"": ""MultiPoint""}";48.87407067949223, 2.376382294517303
SANISETTE;;face au 4 PLACE MARTIN NADAUD;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.3947176021576215, 48.86494974131124]], ""type"": ""MultiPoint""}";48.86494974131124, 2.3947176021576215
SANISETTE;;171  RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.401021510043857, 48.86001571292928]], ""type"": ""MultiPoint""}";48.86001571292928, 2.401021510043857
SANISETTE;;17  AVENUE VICTORIA;75001;24 h / 24;Oui;;;"{""coordinates"": [[2.3465356726600564, 48.85797043992712]], ""type"": ""MultiPoint""}";48.85797043992712, 2.3465356726600564
SANISETTE;;2  RUE DE LA LINGERIE;75001;24 h / 24;Oui;;;"{""coordinates"": [[2.34647836095256, 48.860283775887126]], ""type"": ""MultiPoint""}";48.860283775887126, 2.34647836095256
SANISETTE;;88 ter BOULEVARD DE PORT ROYAL;75005;24 h / 24;Oui;;;"{""coordinates"": [[2.3387315881645625, 48.83920071261067]], ""type"": ""MultiPoint""}";48.83920071261067, 2.3387315881645625
SANISETTE;;45  BOULEVARD DE ROCHECHOUART;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.343497799728152, 48.882709085896295]], ""type"": ""MultiPoint""}";48.882709085896295, 2.343497799728152
SANISETTE;;11  AVENUE TRUDAINE;75009;6 h - 22 h;Oui;;;"{""coordinates"": [[2.345516263472915, 48.881665392640464]], ""type"": ""MultiPoint""}";48.881665392640464, 2.345516263472915
SANISETTE;;face au 4 AVENUE CLAUDE VELLEFAUX;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.369583030462251, 48.87231507521019]], ""type"": ""MultiPoint""}";48.87231507521019, 2.369583030462251
SANISETTE;;face au 182 RUE DU FAUBOURG SAINT MARTIN;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.361645690432109, 48.878147412171856]], ""type"": ""MultiPoint""}";48.878147412171856, 2.361645690432109
SANISETTE;;face au 50 QUAI DE JEMMAPES;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.366597507212162, 48.87002790121455]], ""type"": ""MultiPoint""}";48.87002790121455, 2.366597507212162
SANISETTE;;face au 170 AVENUE LEDRU ROLLIN;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.379351478214004, 48.85704278201931]], ""type"": ""MultiPoint""}";48.85704278201931, 2.379351478214004
SANISETTE;;88  AVENUE DU MAINE;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3223383620513176, 48.83811061304952]], ""type"": ""MultiPoint""}";48.83811061304952, 2.3223383620513176
SANISETTE;;82  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.315807289747555, 48.82524477075134]], ""type"": ""MultiPoint""}";48.82524477075134, 2.315807289747555
TOILETTES;;JARDIN FRANCOISE HERITIER;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-alberto-giacometti-2866;"{""coordinates"": [[2.3198918705057547, 48.83377543414644]], ""type"": ""MultiPoint""}";48.83377543414644, 2.3198918705057547
TOILETTES;;JARDIN HENRI SAUVAGE;75018;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-henri-sauvage-ex-square-amiraux-boinod-2702;"{""coordinates"": [[2.3523880408452515, 48.894122158005445]], ""type"": ""MultiPoint""}";48.894122158005445, 2.3523880408452515
